Strategy,Avg. Baseline %HITS@N,Avg. Reform %HITS@N,% Imp. %HITS@N,Avg. Baseline MAP,Avg. Reform MAP,% Imp. MAP,Avg. Baseline MRR,Avg. Reform MRR,% Imp. MRR
CODE*T_EB,0.2279305897,0.1953568754,-0.1429106743,0.058586386,0.0638119205,0.089193664,0.0744906485,0.081550082,0.0947693931
BLIZZARD--T_OB*T_S2R*CODE*T_EB,0.2279305897,0.1953558352,-0.1429152382,0.058586386,0.0669086667,0.1420514424,0.0744906485,0.0868606232,0.1660607733
BLIZZARD--T_OB*CODE*T_EB,0.2279305897,0.1953219277,-0.1430640006,0.058586386,0.0642589556,0.0968240223,0.0744906485,0.084149096,0.1296598664
BLIZZARD--T_TITLE*T_S2R*T_EB,0.2279305897,0.1951230368,-0.1439365949,0.058586386,0.0707021848,0.2068022888,0.0744906485,0.0896960366,0.2041247917
BLIZZARD--OTHER*T_TITLE*T_S2R*T_EB,0.2279305897,0.1950964128,-0.1440534022,0.058586386,0.0639372703,0.091333236,0.0744906485,0.0811392638,0.0892543619
BLIZZARD--T_S2R*CODE*EB,0.2279305897,0.1950517286,-0.144249445,0.058586386,0.0702226477,0.1986171599,0.0744906485,0.0922539927,0.238464083
T_OB*T_TITLE*T_S2R*CODE,0.2279305897,0.1947042483,-0.1457739457,0.058586386,0.0706965876,0.2067067511,0.0744906485,0.0876003652,0.1759914427
BLIZZARD--T_OTHER*S2R,0.2279305897,0.1946766616,-0.1458949767,0.058586386,0.0605118747,0.0328658031,0.0744906485,0.0772275271,0.036741237
T_OB*T_TITLE*T_S2R*T_EB,0.2279305897,0.1946561673,-0.1459848915,0.058586386,0.0586433935,0.0009730495,0.0744906485,0.07444357,-0.0006320057
T_OB*T_OTHER*T_S2R,0.2279305897,0.1946244593,-0.1461240041,0.058586386,0.059033885,0.0076382755,0.0744906485,0.0740452643,-0.0059790617
BLIZZARD--S2R*CODE*T_EB,0.2279305897,0.1945406553,-0.1464916774,0.058586386,0.0671374074,0.1459557746,0.0744906485,0.0883057606,0.185461026
T_OTHER*T_S2R*T_EB,0.2279305897,0.1945246401,-0.1465619409,0.058586386,0.0578516099,-0.0125417566,0.0744906485,0.0739460432,-0.0073110559
T_TITLE*T_S2R*T_EB,0.2279305897,0.1944821785,-0.1467482326,0.058586386,0.0614153055,0.0482862934,0.0744906485,0.0772655786,0.0372520602
TITLE*OTHER*T_S2R*T_EB,0.2279305897,0.194304354,-0.147528402,0.058586386,0.0525729866,-0.1026415839,0.0744906485,0.0655687468,-0.1197721034
BLIZZARD--OTHER*T_TITLE*CODE*T_EB,0.2279305897,0.1943001432,-0.1475468761,0.058586386,0.0619136896,0.0567931182,0.0744906485,0.0786453961,0.0557754259
BLIZZARD--T_OB*EB,0.2279305897,0.1942689634,-0.1476836713,0.058586386,0.0652524992,0.1137826308,0.0744906485,0.0835619523,0.1217777533
BLIZZARD--T_OTHER*S2R*T_EB,0.2279305897,0.1939660779,-0.1490125211,0.058586386,0.0599046111,0.0225005358,0.0744906485,0.0753084979,0.0109792231
T_OB*CODE*T_EB,0.2279305897,0.1939039359,-0.1492851567,0.058586386,0.0687839177,0.1740597491,0.0744906485,0.0862142994,0.1573841971
TITLE*OTHER*CODE*EB,0.2279305897,0.1937852426,-0.1498059,0.058586386,0.0542215123,-0.0745032095,0.0744906485,0.0677283549,-0.0907804368
BLIZZARD--T_OB*CODE,0.2279305897,0.1937593836,-0.1499193509,0.058586386,0.0622740344,0.0629437766,0.0744906485,0.0817682198,0.097697784
BLIZZARD--T_S2R*CODE,0.2279305897,0.1936057252,-0.1505934965,0.058586386,0.0697311095,0.190227188,0.0744906485,0.0909358123,0.2207681651
T_S2R*CODE,0.2279305897,0.1935929595,-0.1506495036,0.058586386,0.063672185,0.0868085461,0.0744906485,0.0804814222,0.0804231651
BLIZZARD--OTHER*T_TITLE*T_S2R*CODE,0.2279305897,0.1935779619,-0.1507153027,0.058586386,0.0635430382,0.0846041623,0.0744906485,0.0812945992,0.0913396632
BLIZZARD--T_OB*T_S2R*CODE,0.2279305897,0.1935015071,-0.1510507328,0.058586386,0.0658722395,0.124360862,0.0744906485,0.0852942087,0.1450324367
BLIZZARD--T_OB*OTHER*CODE,0.2279305897,0.1933569853,-0.1516847933,0.058586386,0.0604301412,0.0314707104,0.0744906485,0.0768497166,0.0316693197
T_TITLE*T_S2R*CODE,0.2279305897,0.1932705692,-0.1520639267,0.058586386,0.0698295694,0.1919077813,0.0744906485,0.0865766982,0.1622492215
T_TITLE*T_OTHER*T_EB,0.2279305897,0.1932589098,-0.1521150801,0.058586386,0.0575894195,-0.017017035,0.0744906485,0.0743118346,-0.0024004878
BLIZZARD--T_OTHER,0.2279305897,0.1931015112,-0.152805635,0.058586386,0.0587387221,0.0026001955,0.0744906485,0.076387915,0.0254698623
T_TITLE*CODE*T_EB,0.2279305897,0.1930551195,-0.1530091693,0.058586386,0.0674127304,0.1506552104,0.0744906485,0.0852066022,0.1438563626
BLIZZARD--T_OB*OTHER*T_S2R*CODE,0.2279305897,0.1929227232,-0.1535900317,0.058586386,0.0620381563,0.0589176166,0.0744906485,0.0787717964,0.0574722868
T_OB*T_S2R*T_EB,0.2279305897,0.1928834859,-0.1537621776,0.058586386,0.0574292787,-0.0197504474,0.0744906485,0.0731437295,-0.0180817187
BLIZZARD--T_OB*T_OTHER,0.2279305897,0.1928141923,-0.1540661895,0.058586386,0.0581789113,-0.00695511,0.0744906485,0.0739743725,-0.0069307485
BLIZZARD--OTHER*T_TITLE*T_S2R,0.2279305897,0.192692286,-0.1546010288,0.058586386,0.0629722923,0.074862209,0.0744906485,0.0800630255,0.0748063963
TITLE*OTHER*T_S2R,0.2279305897,0.1926217388,-0.1549105405,0.058586386,0.0523983144,-0.1056230307,0.0744906485,0.0655487137,-0.1200410378
T_OTHER*S2R,0.2279305897,0.1923953683,-0.1559036963,0.058586386,0.0539097033,-0.0798254173,0.0744906485,0.0689150612,-0.0748494937
T_TITLE*T_EB,0.2279305897,0.192365974,-0.1560326577,0.058586386,0.0596355547,0.0179080619,0.0744906485,0.0756946552,0.0161631928
BLIZZARD--OTHER*T_TITLE*CODE,0.2279305897,0.1922081148,-0.1567252337,0.058586386,0.0612817774,0.0460071282,0.0744906485,0.0780995074,0.0484471406
T_TITLE*T_OTHER*T_S2R*CODE,0.2279305897,0.1921586399,-0.1569422948,0.058586386,0.067427691,0.1509105711,0.0744906485,0.0834909603,0.1208247209
BLIZZARD--T_OTHER*T_S2R*CODE*EB,0.2279305897,0.1920831693,-0.1572734068,0.058586386,0.0630484086,0.0761614227,0.0744906485,0.082547274,0.1081562006
BLIZZARD--T_OTHER*T_S2R*EB,0.2279305897,0.1920263208,-0.1575228185,0.058586386,0.0619531578,0.0574667943,0.0744906485,0.0786421373,0.0557316783
BLIZZARD--OTHER*T_TITLE*T_EB,0.2279305897,0.1919034831,-0.1580617444,0.058586386,0.0614557897,0.048977311,0.0744906485,0.0778346969,0.0448921915
T_TITLE*S2R,0.2279305897,0.1916774432,-0.1590534495,0.058586386,0.0622484727,0.0625074679,0.0744906485,0.0783938154,0.0523980798
BLIZZARD--T_OTHER*EB,0.2279305897,0.1913111461,-0.1606605048,0.058586386,0.0591410045,0.0094666774,0.0744906485,0.0769398052,0.0328787144
TITLE*OTHER*CODE*T_EB,0.2279305897,0.1911749749,-0.1612579288,0.058586386,0.0534577488,-0.087539745,0.0744906485,0.0667352795,-0.1041119809
BLIZZARD--OTHER*S2R*CODE*EB,0.2279305897,0.1911624041,-0.1613130806,0.058586386,0.059877102,0.0220309884,0.0744906485,0.0766435431,0.0289015424
T_OB*T_TITLE*CODE,0.2279305897,0.1908987389,-0.162469859,0.058586386,0.0697494308,0.1905399097,0.0744906485,0.0868956017,0.166530343
T_OB*S2R,0.2279305897,0.1908448726,-0.1627061867,0.058586386,0.0546790688,-0.0666932623,0.0744906485,0.0695624987,-0.066157966
BLIZZARD--T_OB*OTHER*T_S2R,0.2279305897,0.1906436064,-0.1635892019,0.058586386,0.0619079926,0.0566958767,0.0744906485,0.0783827937,0.0522501193
BLIZZARD--OTHER*S2R*EB,0.2279305897,0.1904901221,-0.1642625838,0.058586386,0.0591550551,0.0097065048,0.0744906485,0.0752315438,0.0099461524
BLIZZARD--OTHER*T_TITLE,0.2279305897,0.1904760066,-0.164324513,0.058586386,0.0609390843,0.0401577643,0.0744906485,0.0772729416,0.0373509041
BLIZZARD--T_OB*T_TITLE*T_S2R*T_EB,0.2279305897,0.1903614027,-0.1648273146,0.058586386,0.0655229477,0.1183988659,0.0744906485,0.0821911553,0.1033754831
T_OTHER*T_S2R*CODE*T_EB,0.2279305897,0.1902308378,-0.1654001422,0.058586386,0.0646263842,0.1030955921,0.0744906485,0.0814729085,0.0937333773
T_OB*T_OTHER*CODE,0.2279305897,0.1902059968,-0.1655091269,0.058586386,0.0632302358,0.0792649972,0.0744906485,0.0799001313,0.072619623
T_OB*T_OTHER,0.2279305897,0.190164354,-0.1656918265,0.058586386,0.0561787295,-0.0410958359,0.0744906485,0.0710370181,-0.0463632742
BLIZZARD--T_OB*OTHER,0.2279305897,0.189781144,-0.1673730837,0.058586386,0.0605307553,0.0331880737,0.0744906485,0.0768094506,0.0311287675
TITLE*OTHER*EB,0.2279305897,0.1896388719,-0.1679972743,0.058586386,0.0509172076,-0.1309037634,0.0744906485,0.063908279,-0.1420630608
T_TITLE*CODE,0.2279305897,0.1894686919,-0.1687439049,0.058586386,0.066671369,0.1380010533,0.0744906485,0.0837543166,0.1243601489
T_TITLE,0.2279305897,0.1888133195,-0.1716192209,0.058586386,0.0583456685,-0.0041087627,0.0744906485,0.0736511904,-0.0112693086
T_OB*T_TITLE*T_S2R,0.2279305897,0.1886866613,-0.1721749082,0.058586386,0.0576439057,-0.0160870201,0.0744906485,0.0727283795,-0.0236575868
BLIZZARD--T_OB*T_TITLE*T_S2R,0.2279305897,0.1886430455,-0.172366264,0.058586386,0.0642676349,0.0969721678,0.0744906485,0.0810140378,0.087573265
T_TITLE*T_OTHER*CODE*T_EB,0.2279305897,0.1883887734,-0.1734818322,0.058586386,0.0636807499,0.0869547384,0.0744906485,0.0812568252,0.0908325661
T_OB*T_TITLE*T_EB,0.2279305897,0.1882736899,-0.173986738,0.058586386,0.057775012,-0.0138491909,0.0744906485,0.0732125,-0.0171585098
T_TITLE*T_S2R,0.2279305897,0.1881698683,-0.1744422346,0.058586386,0.0594739897,0.0151503405,0.0744906485,0.0741163969,-0.0050241413
TITLE*OTHER*CODE,0.2279305897,0.1881090285,-0.1747091569,0.058586386,0.0534939646,-0.0869215838,0.0744906485,0.0666714418,-0.1049689704
BLIZZARD--OTHER*S2R*CODE*T_EB,0.2279305897,0.1877969618,-0.1760782877,0.058586386,0.0575338418,-0.0179656805,0.0744906485,0.0737665884,-0.0097201471
T_OB*T_S2R*CODE,0.2279305897,0.1877075609,-0.1764705161,0.058586386,0.0635731285,0.0851177687,0.0744906485,0.0799508379,0.0733003338
BLIZZARD--T_OB*T_S2R*T_EB,0.2279305897,0.1875610604,-0.177113258,0.058586386,0.0628182886,0.0722335481,0.0744906485,0.0791379933,0.0623882982
T_OB*T_EB,0.2279305897,0.187350999,-0.1780348603,0.058586386,0.0567867981,-0.0307168282,0.0744906485,0.0721259121,-0.0317454131
BLIZZARD--T_S2R*CODE*T_EB,0.2279305897,0.1869544223,-0.1797747614,0.058586386,0.0665776803,0.1364018984,0.0744906485,0.0862922714,0.1584309321
BLIZZARD--T_OB*T_TITLE*T_EB,0.2279305897,0.1869108654,-0.1799658589,0.058586386,0.0631999436,0.0787479451,0.0744906485,0.0799485679,0.0732698605
TITLE*OTHER*T_EB,0.2279305897,0.186888502,-0.1800639738,0.058586386,0.0500499177,-0.1457073716,0.0744906485,0.0625440099,-0.1603776957
T_OTHER*EB,0.2279305897,0.1868574992,-0.1801999923,0.058586386,0.0553684864,-0.0549257239,0.0744906485,0.0730402736,-0.0194705626
T_OB*CODE,0.2279305897,0.1865347988,-0.181615776,0.058586386,0.0628990491,0.0736120346,0.0744906485,0.0795004041,0.0672534842
BLIZZARD--OTHER*S2R*T_EB,0.2279305897,0.1862524984,-0.1828543125,0.058586386,0.0567914497,-0.0306374302,0.0744906485,0.072245444,-0.0301407562
BLIZZARD--T_OTHER*T_S2R*CODE,0.2279305897,0.186231074,-0.1829483077,0.058586386,0.061634151,0.052021726,0.0744906485,0.0800113801,0.0741130828
T_TITLE*T_OTHER,0.2279305897,0.1856195883,-0.1856310792,0.058586386,0.0551024877,-0.0594660047,0.0744906485,0.0703024093,-0.0562250334
BLIZZARD--T_OTHER*CODE*EB,0.2279305897,0.1855472443,-0.1859484743,0.058586386,0.0590279654,0.0075372343,0.0744906485,0.078865102,0.0587248688
BLIZZARD--T_OTHER*T_S2R,0.2279305897,0.1855422962,-0.1859701832,0.058586386,0.0587427947,0.0026697094,0.0744906485,0.0740784487,-0.005533577
BLIZZARD--T_OTHER*CODE,0.2279305897,0.1854771765,-0.1862558829,0.058586386,0.0597392177,0.0196774658,0.0744906485,0.0793773886,0.0656020616
BLIZZARD--T_OB*T_TITLE,0.2279305897,0.185474301,-0.1862684986,0.058586386,0.0617403089,0.0538337155,0.0744906485,0.0784537383,0.053202514
BLIZZARD--T_OTHER*T_EB,0.2279305897,0.1854502466,-0.1863740325,0.058586386,0.0553806936,-0.054717362,0.0744906485,0.0705163406,-0.0533531112
BLIZZARD--T_OTHER*T_S2R*T_EB,0.2279305897,0.1853775543,-0.1866929554,0.058586386,0.0581538832,-0.0073823097,0.0744906485,0.0723844247,-0.0282750097
BLIZZARD--T_OTHER*T_S2R*CODE*T_EB,0.2279305897,0.1853308581,-0.1868978258,0.058586386,0.0603263323,0.0296988146,0.0744906485,0.0776933919,0.0429952414
BLIZZARD--T_OB*T_EB,0.2279305897,0.1852173429,-0.1873958508,0.058586386,0.0611816444,0.0442979758,0.0744906485,0.077287936,0.0375521971
BLIZZARD--OTHER*T_S2R*CODE*EB,0.2279305897,0.184647839,-0.1898944356,0.058586386,0.0587553646,0.0028842639,0.0744906485,0.0749199999,0.0057638297
BLIZZARD--T_OB*T_S2R,0.2279305897,0.1844660841,-0.1906918489,0.058586386,0.0579436747,-0.0109703196,0.0744906485,0.0737244395,-0.0102859749
T_OTHER*T_S2R,0.2279305897,0.1844003479,-0.1909802537,0.058586386,0.0517490652,-0.1167049434,0.0744906485,0.0668629827,-0.1023976283
TITLE*OTHER,0.2279305897,0.1842140348,-0.1917976649,0.058586386,0.0501088704,-0.1447011188,0.0744906485,0.0626796775,-0.1585564259
T_OB*T_S2R,0.2279305897,0.183925081,-0.1930653924,0.058586386,0.0527372714,-0.0998374376,0.0744906485,0.0671361966,-0.0987298679
BLIZZARD--T_OB,0.2279305897,0.1839096501,-0.1931330923,0.058586386,0.0556378766,-0.0503275531,0.0744906485,0.0713932538,-0.0415809866
BLIZZARD--OTHER*T_S2R*EB,0.2279305897,0.183622564,-0.1943926251,0.058586386,0.0580140075,-0.0097698216,0.0744906485,0.0738843004,-0.0081399218
T_OB*OTHER*T_TITLE*S2R*CODE*EB,0.2279305897,0.1830489743,-0.1969091356,0.058586386,0.0516693004,-0.1180664326,0.0744906485,0.0657344122,-0.1175481278
T_OTHER*CODE*EB,0.2279305897,0.1826757475,-0.1985465938,0.058586386,0.0615463523,0.0505231071,0.0744906485,0.0799690848,0.0735452893
T_OTHER*T_S2R*CODE,0.2279305897,0.1825418603,-0.1991339973,0.058586386,0.0591351651,0.0093670064,0.0744906485,0.0750801664,0.0079139858
T_TITLE*T_OTHER*CODE,0.2279305897,0.182493306,-0.1993470195,0.058586386,0.0617172476,0.0534400874,0.0744906485,0.0778689335,0.0453518005
T_OB*T_TITLE,0.2279305897,0.1823920646,-0.1997911958,0.058586386,0.056697571,-0.0322398294,0.0744906485,0.0713557072,-0.0420850318
T_OB*OTHER*S2R*CODE*EB,0.2279305897,0.1822295654,-0.2005041289,0.058586386,0.0510553401,-0.1285460068,0.0744906485,0.0649523186,-0.1280473463
BLIZZARD--OTHER*CODE*EB,0.2279305897,0.1809874639,-0.2059536014,0.058586386,0.0553628668,-0.0550216443,0.0744906485,0.0710108991,-0.046713909
T_OB,0.2279305897,0.1805128303,-0.2080359618,0.058586386,0.0523354982,-0.1066952284,0.0744906485,0.0663679435,-0.1090432845
T_OTHER*T_EB,0.2279305897,0.180445948,-0.2083293943,0.058586386,0.0524223108,-0.1052134399,0.0744906485,0.0687846055,-0.0766007958
BLIZZARD--OTHER*EB,0.2279305897,0.1800125224,-0.2102309625,0.058586386,0.054697112,-0.0663852869,0.0744906485,0.069895873,-0.0616825814
BLIZZARD--OTHER*T_S2R*CODE*T_EB,0.2279305897,0.1799851312,-0.2103511362,0.058586386,0.056580808,-0.0342328344,0.0744906485,0.0723492214,-0.0287475967
BLIZZARD--OTHER*S2R*CODE,0.2279305897,0.1797154958,-0.2115341074,0.058586386,0.0553720192,-0.054865423,0.0744906485,0.0710314746,-0.0464376928
T_OB*OTHER*T_TITLE*S2R*CODE*T_EB,0.2279305897,0.1795571722,-0.2122287208,0.058586386,0.0501568234,-0.1438826183,0.0744906485,0.0638896814,-0.1423127238
BLIZZARD--T_OTHER*CODE*T_EB,0.2279305897,0.1794041183,-0.2129002144,0.058586386,0.0560249646,-0.0437204213,0.0744906485,0.0735971773,-0.0119944071
T_OB*OTHER*T_TITLE*S2R*CODE,0.2279305897,0.1785722384,-0.2165499216,0.058586386,0.0501227646,-0.1444639618,0.0744906485,0.0638741012,-0.1425218802
BLIZZARD--OTHER*T_S2R*T_EB,0.2279305897,0.178401811,-0.2172976379,0.058586386,0.0554746893,-0.0531129667,0.0744906485,0.0708489406,-0.0488881213
T_OTHER*CODE*T_EB,0.2279305897,0.1782641356,-0.2179016609,0.058586386,0.059347686,0.0129944858,0.0744906485,0.0763770399,0.0253238684
T_OB*OTHER*S2R*CODE*T_EB,0.2279305897,0.1781902115,-0.2182259881,0.058586386,0.0495665839,-0.1539573053,0.0744906485,0.0630426179,-0.1536841314
BLIZZARD--OTHER*S2R,0.2279305897,0.1780674034,-0.2187647845,0.058586386,0.0547622455,-0.0652735347,0.0744906485,0.0696190092,-0.0653993407
T_OB*OTHER*T_TITLE*S2R*EB,0.2279305897,0.1778903912,-0.2195413899,0.058586386,0.0486927179,-0.1688731598,0.0744906485,0.061586632,-0.1732300197
BLIZZARD--OTHER*CODE*T_EB,0.2279305897,0.1771633999,-0.2227309192,0.058586386,0.0528927929,-0.0971828702,0.0744906485,0.0680049641,-0.0870670946
T_OB*OTHER*T_TITLE*T_S2R*CODE*EB,0.2279305897,0.1769108099,-0.2238391078,0.058586386,0.049833371,-0.1494035663,0.0744906485,0.0630302035,-0.1538507877
T_OB*OTHER*S2R*EB,0.2279305897,0.1768041535,-0.2243070411,0.058586386,0.0480743235,-0.1794284171,0.0744906485,0.0607115149,-0.1849780324
T_OB*OTHER*T_TITLE*CODE*EB,0.2279305897,0.1756492311,-0.229374033,0.058586386,0.0487076591,-0.1686181314,0.0744906485,0.06144292,-0.1751592815
T_OB*OTHER*T_S2R*CODE*EB,0.2279305897,0.1746215415,-0.2338828162,0.058586386,0.0489926515,-0.1637536497,0.0744906485,0.0619609227,-0.1682053529
T_OB*OTHER*S2R*CODE,0.2279305897,0.1741359039,-0.2360134542,0.058586386,0.0482225091,-0.1768990656,0.0744906485,0.061561016,-0.1735739019
BLIZZARD--OTHER*T_EB,0.2279305897,0.1739640411,-0.2367674679,0.058586386,0.0517654231,-0.1164257335,0.0744906485,0.0663197688,-0.1096900067
T_OTHER,0.2279305897,0.1735538894,-0.2385669268,0.058586386,0.0472916923,-0.1927870024,0.0744906485,0.062665774,-0.1587430733
OTHER*T_TITLE*S2R*CODE*EB,0.2279305897,0.1732548586,-0.2398788649,0.058586386,0.0492426855,-0.1594858667,0.0744906485,0.0622977736,-0.1636832968
T_OB*OTHER*T_TITLE*T_S2R*CODE*T_EB,0.2279305897,0.17323575,-0.2399626998,0.058586386,0.0485442738,-0.1714069242,0.0744906485,0.0614680484,-0.174821945
T_OB*OTHER*CODE*EB,0.2279305897,0.173233438,-0.2399728436,0.058586386,0.0480840898,-0.1792617178,0.0744906485,0.0607885328,-0.1839441057
T_OB*OTHER*T_TITLE*S2R*T_EB,0.2279305897,0.1732066883,-0.2400902024,0.058586386,0.0467487445,-0.2020544758,0.0744906485,0.0592194247,-0.2050086029
T_OB*OTHER*T_TITLE*T_S2R*CODE,0.2279305897,0.1722205435,-0.2444167157,0.058586386,0.0481662849,-0.1778587459,0.0744906485,0.0610505096,-0.1804271969
T_OTHER*CODE,0.2279305897,0.1720660673,-0.2450944496,0.058586386,0.0542989548,-0.0731813569,0.0744906485,0.0701473286,-0.058306915
T_OB*OTHER*T_TITLE*CODE*T_EB,0.2279305897,0.1719905983,-0.2454255546,0.058586386,0.047311964,-0.1924409886,0.0744906485,0.0597128684,-0.1983843658
BLIZZARD--OTHER*CODE,0.2279305897,0.1718041223,-0.2462436807,0.058586386,0.0517617671,-0.1164881364,0.0744906485,0.0669628369,-0.1010571364
T_OB*OTHER*T_TITLE*S2R,0.2279305897,0.1717983774,-0.2462688857,0.058586386,0.0465873386,-0.2048094832,0.0744906485,0.0589427831,-0.2087223796
T_OB*OTHER*T_TITLE*T_S2R*EB,0.2279305897,0.171505194,-0.247555169,0.058586386,0.0468555915,-0.2002307257,0.0744906485,0.0591311686,-0.206193398
T_OB*OTHER*S2R*T_EB,0.2279305897,0.1712383395,-0.24872594,0.058586386,0.0461270013,-0.2126668945,0.0744906485,0.0582660168,-0.2178076314
BLIZZARD--OTHER*T_S2R*CODE,0.2279305897,0.1710623417,-0.2494980953,0.058586386,0.0542757823,-0.0735768847,0.0744906485,0.0693001636,-0.069679685
T_OB*OTHER*T_S2R*CODE*T_EB,0.2279305897,0.1706366275,-0.2513658313,0.058586386,0.0476536203,-0.1866093207,0.0744906485,0.0603136994,-0.1903185075
T_OB*OTHER*T_TITLE*CODE,0.2279305897,0.1704139316,-0.2523428655,0.058586386,0.0471477381,-0.195244129,0.0744906485,0.0595095792,-0.2011134226
BLIZZARD--OTHER*T_S2R,0.2279305897,0.1697354692,-0.2553194839,0.058586386,0.0533407685,-0.0895364582,0.0744906485,0.0677534004,-0.0904442135
BLIZZARD--OTHER,0.2279305897,0.1693152634,-0.2571630528,0.058586386,0.0510648261,-0.1283840915,0.0744906485,0.0654903704,-0.1208242677
T_OB*OTHER*CODE*T_EB,0.2279305897,0.1693116205,-0.2571790353,0.058586386,0.0466342951,-0.2040079915,0.0744906485,0.0589400523,-0.2087590382
OTHER*T_TITLE*T_S2R*CODE*EB,0.2279305897,0.1691934156,-0.2576976361,0.058586386,0.0475732557,-0.1879810505,0.0744906485,0.0597948651,-0.1972836009
OTHER*T_TITLE*S2R*CODE*T_EB,0.2279305897,0.1691765531,-0.2577716167,0.058586386,0.0475030083,-0.189180089,0.0744906485,0.0602216245,-0.1915545683
T_OB*OTHER*T_S2R*EB,0.2279305897,0.1690194564,-0.258460847,0.058586386,0.0459726543,-0.2153014139,0.0744906485,0.057954448,-0.2219902874
T_OB*OTHER*T_TITLE*EB,0.2279305897,0.1689064886,-0.258956471,0.058586386,0.0458081036,-0.2181100984,0.0744906485,0.0576517929,-0.2260532827
OTHER*S2R*CODE*EB,0.2279305897,0.1689048826,-0.258963517,0.058586386,0.0460456618,-0.2140552624,0.0744906485,0.058649733,-0.2126564313
OTHER*T_TITLE*S2R*EB,0.2279305897,0.1682139043,-0.2619950462,0.058586386,0.0469024766,-0.1994304523,0.0744906485,0.0585403144,-0.2141253218
OTHER*T_TITLE*S2R*CODE,0.2279305897,0.1680715144,-0.2626197534,0.058586386,0.0475694541,-0.1880459378,0.0744906485,0.0604088202,-0.189041559
T_OB*OTHER*S2R,0.2279305897,0.1676056728,-0.2646635407,0.058586386,0.0448129636,-0.2350959563,0.0744906485,0.0565598193,-0.240712486
T_OB*OTHER*T_S2R*CODE,0.2279305897,0.166593861,-0.2691026631,0.058586386,0.0461573518,-0.2121488468,0.0744906485,0.0587248941,-0.2116474313
T_OB*OTHER*EB,0.2279305897,0.1665505937,-0.2692924897,0.058586386,0.045209338,-0.2283303154,0.0744906485,0.0569133862,-0.2359660253
T_OB*OTHER*CODE,0.2279305897,0.1662407084,-0.2706520496,0.058586386,0.045565362,-0.2222534102,0.0744906485,0.0579086818,-0.2226046768
T_OB*OTHER*T_TITLE*T_S2R*T_EB,0.2279305897,0.1661888154,-0.2708797198,0.058586386,0.0453209083,-0.2264259443,0.0744906485,0.0574596514,-0.2286326862
T_OB*OTHER*T_TITLE*T_S2R,0.2279305897,0.1650676874,-0.2757984452,0.058586386,0.04476106,-0.2359818893,0.0744906485,0.0566711246,-0.2392182675
OTHER*S2R*CODE*T_EB,0.2279305897,0.1647110018,-0.2773633325,0.058586386,0.044731856,-0.2364803657,0.0744906485,0.0570313134,-0.2343829117
OTHER*T_TITLE*T_S2R*CODE*T_EB,0.2279305897,0.1639416221,-0.2807388325,0.058586386,0.0461244604,-0.2127102636,0.0744906485,0.0581947203,-0.2187647509
T_OB*OTHER*T_TITLE*T_EB,0.2279305897,0.1637943882,-0.2813847915,0.058586386,0.0441721503,-0.2460338786,0.0744906485,0.0559359925,-0.2490870507
OTHER*T_TITLE*T_S2R*CODE,0.2279305897,0.1635130829,-0.2826189627,0.058586386,0.04585411,-0.2173248249,0.0744906485,0.0580540251,-0.2206535149
OTHER*T_TITLE*S2R*T_EB,0.2279305897,0.1634905743,-0.2827177147,0.058586386,0.0445208086,-0.2400826942,0.0744906485,0.0557601735,-0.2514473344
OTHER*T_TITLE*T_S2R*EB,0.2279305897,0.1633570494,-0.2833035282,0.058586386,0.0452877153,-0.2269925093,0.0744906485,0.0565275413,-0.2411458023
T_OB*OTHER*T_S2R*T_EB,0.2279305897,0.1631926179,-0.2840249389,0.058586386,0.044386393,-0.2423770101,0.0744906485,0.0562152501,-0.2453381561
OTHER*S2R*EB,0.2279305897,0.1626820772,-0.2862648342,0.058586386,0.0432655719,-0.261508094,0.0744906485,0.0542418283,-0.2718303652
T_OB*OTHER*T_TITLE,0.2279305897,0.1624693119,-0.2871982996,0.058586386,0.0438858901,-0.2509199993,0.0744906485,0.0554123271,-0.2561169995
OTHER*T_TITLE*CODE*EB,0.2279305897,0.1623826851,-0.2875783573,0.058586386,0.045565331,-0.2222539392,0.0744906485,0.057101094,-0.2334461414
OTHER*T_S2R*CODE*EB,0.2279305897,0.1619983469,-0.2892645645,0.058586386,0.0439651415,-0.2495672719,0.0744906485,0.0558329837,-0.250469893
OTHER*T_TITLE*S2R,0.2279305897,0.161968839,-0.2893940248,0.058586386,0.044485096,-0.2406922669,0.0744906485,0.0558733546,-0.2499279337
OTHER*S2R*CODE,0.2279305897,0.1613045921,-0.2923082753,0.058586386,0.0438059428,-0.2522846051,0.0744906485,0.0559908544,-0.2483505582
T_OB*OTHER*T_EB,0.2279305897,0.1609136677,-0.2940233782,0.058586386,0.0435366727,-0.2568807261,0.0744906485,0.0551162773,-0.2600913209
T_OB*OTHER*T_S2R,0.2279305897,0.1598123899,-0.298855015,0.058586386,0.0428686117,-0.2682837325,0.0744906485,0.054277747,-0.2713481743
OTHER*S2R*T_EB,0.2279305897,0.1589516873,-0.302631176,0.058586386,0.0413546069,-0.2941259955,0.0744906485,0.0519102569,-0.3031305547
T_OB*OTHER,0.2279305897,0.1587600763,-0.3034718309,0.058586386,0.0425481087,-0.2737543391,0.0744906485,0.0538669864,-0.2768624315
OTHER*T_TITLE*CODE*T_EB,0.2279305897,0.1578627542,-0.3074086527,0.058586386,0.0438466992,-0.2515889418,0.0744906485,0.0550923235,-0.2604128894
